,from_id,total_distance,walking_distance,transfers,travel_time_total,walking_time,wait_time_total
1048,o_360610236005,1336.572275,371.878,0,11.76666667,6.3,1.866666667
1049,o_360610237001,1547.132445,899.528,0,19.15,15.26666667,1.783333333
1050,o_360610237002,1526.874445,879.27,0,18.83333333,14.95,2.1
1051,o_360610237003,1386.85042,585.852,0,14.88333333,9.966666667,1.266666667
1052,o_360610238021,4160.264996,1935.049,1,37,32.5,12.55
1053,o_360610238022,4005.720996,1780.505,1,34.56666667,30.06666667,14.98333333
1054,o_360610238023,4865.175996,2639.96,1,48.9,44.4,8.65
1055,o_360610238031,3766.494996,1541.279,1,30.45,25.95,5.75
1056,o_360610238032,3620.817996,1395.602,1,27.93333333,23.43333333,8.266666667
1057,o_360610238041,3035.153912,1791.03,0,32.63333333,30.13333333,11.2
1058,o_360610238042,2455.218912,1211.095,0,22.83333333,20.33333333,9
1059,o_360610238043,3284.041996,1058.826,1,22.23333333,17.73333333,13.96666667
1060,o_360610239001,1842.785928,422.716,1,13.48333333,7.216666667,3.55
1061,o_360610239002,1096.211505,570.054,0,11.21666667,9.716666667,2
1062,o_360610240001,3672.696482,1352.615,1,28.2,22.76666667,7.583333333
1063,o_360610240002,7758.567556,1418.987,1,38.38333333,23.95,7.75
1064,o_360610240003,7520.83833,1538.913,1,39.43333333,25.93333333,6.7
1065,o_360610241001,1358.899889,531.854,0,10.51666667,9.016666667,1.5
1066,o_360610241002,1155.474163,679.289,0,14.76666667,11.51666667,1.383333333
1067,o_360610241003,1252.808285,615.757,0,14.45,10.38333333,1.7
1068,o_360610241004,1178.026163,701.841,0,15.1,11.85,1.05
1069,o_360610241005,1094.195163,618.01,0,13.7,10.45,2.45
1070,o_360610242001,987.948296,823.018,0,14.66666667,13.93333333,4.716666667
1071,o_360610242002,704.853296,539.923,0,9.85,9.116666667,1.533333333
1072,o_360610242003,1151.537982,936.898,0,16.9,15.75,4.733333333
1073,o_360610243011,813.953629,642.47,0,12.06666667,10.9,2.366666667
1074,o_360610243012,1584.595769,475.393,1,12.98333333,8.083333333,4.05
1075,o_360610243013,678.903629,507.42,0,9.766666667,8.6,4.666666667
1076,o_360610243021,3054.851557,382.603,1,11,6.5,13.71666667
1077,o_360610243022,3081.113106,2305.037,0,42.58333333,39.15,5.633333333
1078,o_360610243023,3012.579557,340.331,1,10.3,5.8,14.41666667
1079,o_360610245001,955.300387,706.14,0,13.41666667,11.96666667,2.416666667
1080,o_360610245002,917.0277508,756.019,0,13.93333333,12.83333333,2.216666667
1081,o_360610245003,1038.260961,883.253,0,16.08333333,15.01666667,1.7
